final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1255502.0854381858,0.25550208543818576,0.2215513358008412,-0.3724190146023706,0.7122661918091512,0.5949,0.8894,0.4,2.7365,1.8243,2,47.0,5,1.612969,-1.357467,-2.4567
